id,reltrad,reltrad2,reltrad3
1905,Black Protestant,Black Protestant,Black Protestant
1906,Conservative Protestant,Conservative Protestant,Conservative Protestant
1907,None,None,None
1908,Black Protestant,Black Protestant,Black Protestant
1909,None,None,None
1910,Other,Other,Other
1911,NA,Conservative Protestant,Protestant No Denomination
1912,Black Protestant,Black Protestant,Black Protestant
1913,Roman Catholic,Roman Catholic,Roman Catholic
1914,Black Protestant,Black Protestant,Black Protestant
1915,Conservative Protestant,Conservative Protestant,Conservative Protestant
1916,None,None,None
1917,None,None,None
1918,Black Protestant,Black Protestant,Black Protestant
1919,Conservative Protestant,Conservative Protestant,Conservative Protestant
1920,Conservative Protestant,Conservative Protestant,Conservative Protestant
1921,Conservative Protestant,Conservative Protestant,Conservative Protestant
1922,Black Protestant,Black Protestant,Black Protestant
1923,Black Protestant,Black Protestant,Black Protestant
1924,Conservative Protestant,Conservative Protestant,Conservative Protestant
1925,Black Protestant,Black Protestant,Black Protestant
1926,Conservative Protestant,Conservative Protestant,Conservative Protestant
1927,Black Protestant,Black Protestant,Black Protestant
1928,None,None,None
1929,Black Protestant,Black Protestant,Black Protestant
1930,Black Protestant,Black Protestant,Black Protestant
1931,Conservative Protestant,Conservative Protestant,Conservative Protestant
1932,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1933,Conservative Protestant,Conservative Protestant,Conservative Protestant
1934,Conservative Protestant,Conservative Protestant,Conservative Protestant
1935,Conservative Protestant,Conservative Protestant,Conservative Protestant
1936,Conservative Protestant,Conservative Protestant,Conservative Protestant
1937,Conservative Protestant,Conservative Protestant,Conservative Protestant
1938,NA,Conservative Protestant,Protestant No Denomination
1939,Conservative Protestant,Conservative Protestant,Conservative Protestant
1940,Conservative Protestant,Conservative Protestant,Conservative Protestant
1941,Conservative Protestant,Conservative Protestant,Conservative Protestant
1942,Conservative Protestant,Conservative Protestant,Conservative Protestant
1943,Roman Catholic,Roman Catholic,Roman Catholic
1944,Conservative Protestant,Conservative Protestant,Conservative Protestant
1945,Conservative Protestant,Conservative Protestant,Conservative Protestant
1946,Conservative Protestant,Conservative Protestant,Conservative Protestant
1947,Conservative Protestant,Conservative Protestant,Conservative Protestant
1948,NA,Conservative Protestant,Protestant No Denomination
1949,Conservative Protestant,Conservative Protestant,Conservative Protestant
1950,None,None,None
1951,Conservative Protestant,Conservative Protestant,Conservative Protestant
1952,Conservative Protestant,Conservative Protestant,Conservative Protestant
1953,Conservative Protestant,Conservative Protestant,Conservative Protestant
1954,Mainline Protestant,Mainline Protestant,Mainline Protestant
1955,Conservative Protestant,Conservative Protestant,Conservative Protestant
1956,Roman Catholic,Roman Catholic,Roman Catholic
1957,Conservative Protestant,Conservative Protestant,Conservative Protestant
1958,Mainline Protestant,Mainline Protestant,Mainline Protestant
1959,Conservative Protestant,Conservative Protestant,Conservative Protestant
1960,Conservative Protestant,Conservative Protestant,Conservative Protestant
1961,Mainline Protestant,Mainline Protestant,Mainline Protestant
1962,Conservative Protestant,Conservative Protestant,Conservative Protestant
1963,Conservative Protestant,Conservative Protestant,Conservative Protestant
1964,None,None,None
1965,NA,NA,NA
1966,Conservative Protestant,Conservative Protestant,Conservative Protestant
1967,Conservative Protestant,Conservative Protestant,Conservative Protestant
1968,Conservative Protestant,Conservative Protestant,Conservative Protestant
1969,Conservative Protestant,Conservative Protestant,Conservative Protestant
1970,Conservative Protestant,Conservative Protestant,Conservative Protestant
1971,None,None,None
1972,Mainline Protestant,Mainline Protestant,Mainline Protestant
1973,None,None,None
1974,None,None,None
1975,Black Protestant,Black Protestant,Black Protestant
1976,Roman Catholic,Roman Catholic,Roman Catholic
1977,Roman Catholic,Roman Catholic,Roman Catholic
1978,Conservative Protestant,Conservative Protestant,Conservative Protestant
1979,Roman Catholic,Roman Catholic,Roman Catholic
1980,NA,Conservative Protestant,Protestant No Denomination
1981,Conservative Protestant,Conservative Protestant,Conservative Protestant
1982,Roman Catholic,Roman Catholic,Roman Catholic
1983,Conservative Protestant,Conservative Protestant,Conservative Protestant
1984,NA,Conservative Protestant,Protestant No Denomination
1985,Conservative Protestant,Conservative Protestant,Conservative Protestant
1986,NA,NA,NA
1987,None,None,None
1988,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1989,Mainline Protestant,Mainline Protestant,Mainline Protestant
1990,Black Protestant,Black Protestant,Black Protestant
1991,Conservative Protestant,Conservative Protestant,Conservative Protestant
1992,None,None,None
1993,None,None,None
1994,None,None,None
1995,Roman Catholic,Roman Catholic,Roman Catholic
1996,Conservative Protestant,Conservative Protestant,Conservative Protestant
1997,Conservative Protestant,Conservative Protestant,Conservative Protestant
1998,NA,Conservative Protestant,Protestant No Denomination
1999,Other,Other,Other
2000,Mainline Protestant,Mainline Protestant,Mainline Protestant
2001,NA,Conservative Protestant,Protestant No Denomination
2002,Mainline Protestant,Mainline Protestant,Mainline Protestant
2003,None,None,None
2004,Roman Catholic,Roman Catholic,Roman Catholic
2005,NA,Conservative Protestant,Protestant No Denomination
2006,None,None,None
2007,Other,Other,Other
2008,Conservative Protestant,Conservative Protestant,Conservative Protestant
2009,Other,Other,Other
2010,None,None,None
2011,None,None,None
2012,None,None,None
2013,NA,Conservative Protestant,Protestant No Denomination
2014,Conservative Protestant,Conservative Protestant,Protestant No Denomination
2015,None,None,None
2016,Roman Catholic,Roman Catholic,Roman Catholic
2017,Roman Catholic,Roman Catholic,Roman Catholic
2018,Black Protestant,Black Protestant,Black Protestant
2019,Roman Catholic,Roman Catholic,Roman Catholic
2020,Other,Other,Other
2021,Mainline Protestant,Mainline Protestant,Mainline Protestant
2022,Conservative Protestant,Conservative Protestant,Conservative Protestant
2023,None,None,None
2024,Roman Catholic,Roman Catholic,Roman Catholic
2025,Other,Other,Other
2026,Roman Catholic,Roman Catholic,Roman Catholic
2027,None,None,None
2028,Other,Other,Other
2029,None,None,None
2030,NA,Conservative Protestant,Protestant No Denomination
2031,None,None,None
2032,None,None,None
2033,None,None,None
2034,Mainline Protestant,Mainline Protestant,Mainline Protestant
2035,Conservative Protestant,Conservative Protestant,Conservative Protestant
2036,Mainline Protestant,Mainline Protestant,Mainline Protestant
2037,Conservative Protestant,Conservative Protestant,Conservative Protestant
2038,Roman Catholic,Roman Catholic,Roman Catholic
2039,Conservative Protestant,Conservative Protestant,Conservative Protestant
2040,Mainline Protestant,Mainline Protestant,Mainline Protestant
2041,Conservative Protestant,Conservative Protestant,Conservative Protestant
2042,Roman Catholic,Roman Catholic,Roman Catholic
2043,None,None,None
2044,None,None,None
1,Roman Catholic,Roman Catholic,Roman Catholic
2,Roman Catholic,Roman Catholic,Roman Catholic
3,NA,Conservative Protestant,Protestant No Denomination
4,Mainline Protestant,Mainline Protestant,Mainline Protestant
5,Black Protestant,Black Protestant,Black Protestant
6,NA,NA,NA
7,NA,Conservative Protestant,Protestant No Denomination
8,Roman Catholic,Roman Catholic,Roman Catholic
9,None,None,None
10,None,None,None
11,Roman Catholic,Roman Catholic,Roman Catholic
12,Black Protestant,Black Protestant,Black Protestant
13,None,None,None
14,Conservative Protestant,Conservative Protestant,Conservative Protestant
15,Roman Catholic,Roman Catholic,Roman Catholic
16,Black Protestant,Black Protestant,Black Protestant
17,Roman Catholic,Roman Catholic,Roman Catholic
18,Conservative Protestant,Conservative Protestant,Protestant No Denomination
19,Roman Catholic,Roman Catholic,Roman Catholic
20,Roman Catholic,Roman Catholic,Roman Catholic
21,Roman Catholic,Roman Catholic,Roman Catholic
22,Roman Catholic,Roman Catholic,Roman Catholic
23,Other,Other,Other
24,None,None,None
25,Conservative Protestant,Conservative Protestant,Conservative Protestant
26,Other,Other,Other
27,Mainline Protestant,Mainline Protestant,Mainline Protestant
28,Roman Catholic,Roman Catholic,Roman Catholic
29,Roman Catholic,Roman Catholic,Roman Catholic
30,Conservative Protestant,Conservative Protestant,Protestant No Denomination
31,Roman Catholic,Roman Catholic,Roman Catholic
32,Roman Catholic,Roman Catholic,Roman Catholic
33,None,None,None
34,Other,Other,Other
35,Roman Catholic,Roman Catholic,Roman Catholic
36,Conservative Protestant,Conservative Protestant,Conservative Protestant
37,NA,NA,NA
38,Mainline Protestant,Mainline Protestant,Mainline Protestant
39,None,None,None
40,Black Protestant,Black Protestant,Black Protestant
41,Other,Other,Other
42,None,None,None
43,Jewish,Jewish,Jewish
44,Roman Catholic,Roman Catholic,Roman Catholic
45,Jewish,Jewish,Jewish
46,Jewish,Jewish,Jewish
47,Jewish,Jewish,Jewish
48,Jewish,Jewish,Jewish
49,Mainline Protestant,Mainline Protestant,Mainline Protestant
50,None,None,None
51,Roman Catholic,Roman Catholic,Roman Catholic
52,Roman Catholic,Roman Catholic,Roman Catholic
53,None,None,None
54,None,None,None
55,Jewish,Jewish,Jewish
56,Other,Other,Other
57,Conservative Protestant,Conservative Protestant,Conservative Protestant
58,Black Protestant,Black Protestant,Black Protestant
59,NA,Conservative Protestant,Protestant No Denomination
60,Conservative Protestant,Conservative Protestant,Conservative Protestant
61,Conservative Protestant,Conservative Protestant,Protestant No Denomination
62,Conservative Protestant,Conservative Protestant,Conservative Protestant
63,Other,Other,Other
64,Roman Catholic,Roman Catholic,Roman Catholic
65,Black Protestant,Black Protestant,Black Protestant
66,NA,NA,NA
67,Roman Catholic,Roman Catholic,Roman Catholic
68,Black Protestant,Black Protestant,Black Protestant
69,None,None,None
70,Roman Catholic,Roman Catholic,Roman Catholic
71,None,None,None
72,Mainline Protestant,Mainline Protestant,Mainline Protestant
73,Other,Other,Other
74,Other,Other,Other
75,None,None,None
76,Roman Catholic,Roman Catholic,Roman Catholic
77,Roman Catholic,Roman Catholic,Roman Catholic
78,Roman Catholic,Roman Catholic,Roman Catholic
79,Conservative Protestant,Conservative Protestant,Conservative Protestant
80,Roman Catholic,Roman Catholic,Roman Catholic
81,Jewish,Jewish,Jewish
82,None,None,None
83,None,None,None
84,None,None,None
85,None,None,None
86,NA,Conservative Protestant,Protestant No Denomination
87,Roman Catholic,Roman Catholic,Roman Catholic
88,None,None,None
89,Roman Catholic,Roman Catholic,Roman Catholic
90,Conservative Protestant,Conservative Protestant,Conservative Protestant
91,Conservative Protestant,Conservative Protestant,Conservative Protestant
92,None,None,None
93,None,None,None
94,Roman Catholic,Roman Catholic,Roman Catholic
95,Roman Catholic,Roman Catholic,Roman Catholic
96,Roman Catholic,Roman Catholic,Roman Catholic
97,Jewish,Jewish,Jewish
98,Other,Other,Other
99,None,None,None
100,Roman Catholic,Roman Catholic,Roman Catholic
101,Other,Other,Other
102,NA,Conservative Protestant,Protestant No Denomination
103,Roman Catholic,Roman Catholic,Roman Catholic
104,Roman Catholic,Roman Catholic,Roman Catholic
105,None,None,None
106,Roman Catholic,Roman Catholic,Roman Catholic
107,Jewish,Jewish,Jewish
108,NA,NA,NA
109,NA,Conservative Protestant,Protestant No Denomination
110,Roman Catholic,Roman Catholic,Roman Catholic
111,Mainline Protestant,Mainline Protestant,Mainline Protestant
112,Black Protestant,Black Protestant,Black Protestant
113,Roman Catholic,Roman Catholic,Roman Catholic
114,Mainline Protestant,Mainline Protestant,Mainline Protestant
115,Conservative Protestant,Conservative Protestant,Conservative Protestant
116,Mainline Protestant,Mainline Protestant,Mainline Protestant
117,Roman Catholic,Roman Catholic,Roman Catholic
118,None,None,None
119,Roman Catholic,Roman Catholic,Roman Catholic
120,Roman Catholic,Roman Catholic,Roman Catholic
121,Other,Other,Other
122,Conservative Protestant,Conservative Protestant,Protestant No Denomination
123,None,None,None
124,NA,Conservative Protestant,Protestant No Denomination
125,Roman Catholic,Roman Catholic,Roman Catholic
126,Conservative Protestant,Conservative Protestant,Conservative Protestant
127,Roman Catholic,Roman Catholic,Roman Catholic
128,Roman Catholic,Roman Catholic,Roman Catholic
129,Conservative Protestant,Conservative Protestant,Protestant No Denomination
130,Roman Catholic,Roman Catholic,Roman Catholic
131,Roman Catholic,Roman Catholic,Roman Catholic
132,Roman Catholic,Roman Catholic,Roman Catholic
133,Other,Other,Other
134,Roman Catholic,Roman Catholic,Roman Catholic
135,None,None,None
136,Black Protestant,Black Protestant,Black Protestant
137,Black Protestant,Black Protestant,Black Protestant
138,Conservative Protestant,Conservative Protestant,Conservative Protestant
139,None,None,None
140,None,None,None
141,Conservative Protestant,Conservative Protestant,Conservative Protestant
142,NA,Conservative Protestant,Protestant No Denomination
143,NA,Conservative Protestant,Protestant No Denomination
144,Conservative Protestant,Conservative Protestant,Protestant No Denomination
145,Roman Catholic,Roman Catholic,Roman Catholic
146,Roman Catholic,Roman Catholic,Roman Catholic
147,Roman Catholic,Roman Catholic,Roman Catholic
148,None,None,None
149,Roman Catholic,Roman Catholic,Roman Catholic
150,Roman Catholic,Roman Catholic,Roman Catholic
151,None,None,None
152,Roman Catholic,Roman Catholic,Roman Catholic
153,Roman Catholic,Roman Catholic,Roman Catholic
154,Roman Catholic,Roman Catholic,Roman Catholic
155,Roman Catholic,Roman Catholic,Roman Catholic
156,Mainline Protestant,Mainline Protestant,Mainline Protestant
157,None,None,None
158,Roman Catholic,Roman Catholic,Roman Catholic
159,Other,Other,Other
160,None,None,None
161,Other,Other,Other
162,Conservative Protestant,Conservative Protestant,Protestant No Denomination
163,Roman Catholic,Roman Catholic,Roman Catholic
164,Other,Other,Other
165,Jewish,Jewish,Jewish
166,Jewish,Jewish,Jewish
167,None,None,None
168,Roman Catholic,Roman Catholic,Roman Catholic
169,Roman Catholic,Roman Catholic,Roman Catholic
170,NA,Conservative Protestant,Protestant No Denomination
171,Mainline Protestant,Mainline Protestant,Mainline Protestant
172,None,None,None
173,None,None,None
174,Mainline Protestant,Mainline Protestant,Mainline Protestant
175,Roman Catholic,Roman Catholic,Roman Catholic
176,Roman Catholic,Roman Catholic,Roman Catholic
177,None,None,None
178,Conservative Protestant,Conservative Protestant,Conservative Protestant
179,Conservative Protestant,Conservative Protestant,Protestant No Denomination
180,Roman Catholic,Roman Catholic,Roman Catholic
181,Roman Catholic,Roman Catholic,Roman Catholic
182,Roman Catholic,Roman Catholic,Roman Catholic
183,Conservative Protestant,Conservative Protestant,Protestant No Denomination
184,Other,Other,Other
185,Conservative Protestant,Conservative Protestant,Conservative Protestant
186,Conservative Protestant,Conservative Protestant,Conservative Protestant
187,None,None,None
188,Roman Catholic,Roman Catholic,Roman Catholic
189,Roman Catholic,Roman Catholic,Roman Catholic
190,Conservative Protestant,Conservative Protestant,Protestant No Denomination
191,Mainline Protestant,Mainline Protestant,Mainline Protestant
192,None,None,None
193,None,None,None
194,None,None,None
195,Roman Catholic,Roman Catholic,Roman Catholic
196,Conservative Protestant,Conservative Protestant,Protestant No Denomination
197,Conservative Protestant,Conservative Protestant,Conservative Protestant
198,Mainline Protestant,Mainline Protestant,Mainline Protestant
199,Conservative Protestant,Conservative Protestant,Protestant No Denomination
200,Roman Catholic,Roman Catholic,Roman Catholic
201,Roman Catholic,Roman Catholic,Roman Catholic
202,None,None,None
203,None,None,None
204,Roman Catholic,Roman Catholic,Roman Catholic
205,Roman Catholic,Roman Catholic,Roman Catholic
206,NA,Conservative Protestant,Protestant No Denomination
207,Roman Catholic,Roman Catholic,Roman Catholic
208,Other,Other,Other
209,None,None,None
210,Conservative Protestant,Conservative Protestant,Conservative Protestant
211,Roman Catholic,Roman Catholic,Roman Catholic
212,Mainline Protestant,Mainline Protestant,Mainline Protestant
213,Conservative Protestant,Conservative Protestant,Protestant No Denomination
214,Roman Catholic,Roman Catholic,Roman Catholic
215,Roman Catholic,Roman Catholic,Roman Catholic
216,None,None,None
217,Conservative Protestant,Conservative Protestant,Protestant No Denomination
218,Roman Catholic,Roman Catholic,Roman Catholic
219,Roman Catholic,Roman Catholic,Roman Catholic
220,Roman Catholic,Roman Catholic,Roman Catholic
221,Roman Catholic,Roman Catholic,Roman Catholic
222,Mainline Protestant,Mainline Protestant,Mainline Protestant
223,None,None,None
224,Conservative Protestant,Conservative Protestant,Conservative Protestant
225,Mainline Protestant,Mainline Protestant,Mainline Protestant
226,Mainline Protestant,Mainline Protestant,Mainline Protestant
227,None,None,None
228,Mainline Protestant,Mainline Protestant,Mainline Protestant
229,Roman Catholic,Roman Catholic,Roman Catholic
230,Roman Catholic,Roman Catholic,Roman Catholic
231,Roman Catholic,Roman Catholic,Roman Catholic
232,Black Protestant,Black Protestant,Black Protestant
233,Black Protestant,Black Protestant,Black Protestant
234,Mainline Protestant,Mainline Protestant,Mainline Protestant
235,None,None,None
236,Roman Catholic,Roman Catholic,Roman Catholic
237,NA,Conservative Protestant,Protestant No Denomination
238,Roman Catholic,Roman Catholic,Roman Catholic
239,Roman Catholic,Roman Catholic,Roman Catholic
240,Roman Catholic,Roman Catholic,Roman Catholic
241,Roman Catholic,Roman Catholic,Roman Catholic
242,Roman Catholic,Roman Catholic,Roman Catholic
243,Roman Catholic,Roman Catholic,Roman Catholic
244,Mainline Protestant,Mainline Protestant,Mainline Protestant
245,Roman Catholic,Roman Catholic,Roman Catholic
246,Other,Other,Other
247,Conservative Protestant,Conservative Protestant,Protestant No Denomination
248,Conservative Protestant,Conservative Protestant,Conservative Protestant
249,Conservative Protestant,Conservative Protestant,Protestant No Denomination
250,Conservative Protestant,Conservative Protestant,Protestant No Denomination
251,NA,Conservative Protestant,Protestant No Denomination
252,Conservative Protestant,Conservative Protestant,Protestant No Denomination
253,Mainline Protestant,Mainline Protestant,Mainline Protestant
254,Roman Catholic,Roman Catholic,Roman Catholic
255,Roman Catholic,Roman Catholic,Roman Catholic
256,Black Protestant,Black Protestant,Black Protestant
257,None,None,None
258,Roman Catholic,Roman Catholic,Roman Catholic
259,Roman Catholic,Roman Catholic,Roman Catholic
260,Mainline Protestant,Mainline Protestant,Mainline Protestant
261,Mainline Protestant,Mainline Protestant,Mainline Protestant
262,Mainline Protestant,Mainline Protestant,Mainline Protestant
263,Roman Catholic,Roman Catholic,Roman Catholic
264,Mainline Protestant,Mainline Protestant,Mainline Protestant
265,Mainline Protestant,Mainline Protestant,Mainline Protestant
266,Mainline Protestant,Mainline Protestant,Mainline Protestant
267,Conservative Protestant,Conservative Protestant,Protestant No Denomination
268,Mainline Protestant,Mainline Protestant,Mainline Protestant
269,Conservative Protestant,Conservative Protestant,Conservative Protestant
270,Roman Catholic,Roman Catholic,Roman Catholic
271,Conservative Protestant,Conservative Protestant,Protestant No Denomination
272,Mainline Protestant,Mainline Protestant,Mainline Protestant
273,Other,Other,Other
274,None,None,None
275,Other,Other,Other
276,Mainline Protestant,Mainline Protestant,Mainline Protestant
277,Roman Catholic,Roman Catholic,Roman Catholic
278,Conservative Protestant,Conservative Protestant,Conservative Protestant
279,None,None,None
280,None,None,None
281,Mainline Protestant,Mainline Protestant,Mainline Protestant
282,Mainline Protestant,Mainline Protestant,Mainline Protestant
283,Mainline Protestant,Mainline Protestant,Mainline Protestant
284,Roman Catholic,Roman Catholic,Roman Catholic
285,None,None,None
286,Roman Catholic,Roman Catholic,Roman Catholic
287,Jewish,Jewish,Jewish
288,None,None,None
289,Conservative Protestant,Conservative Protestant,Conservative Protestant
290,Roman Catholic,Roman Catholic,Roman Catholic
291,Black Protestant,Black Protestant,Black Protestant
292,Conservative Protestant,Conservative Protestant,Conservative Protestant
293,Roman Catholic,Roman Catholic,Roman Catholic
294,Black Protestant,Black Protestant,Black Protestant
295,None,None,None
296,Conservative Protestant,Conservative Protestant,Conservative Protestant
297,Conservative Protestant,Conservative Protestant,Conservative Protestant
298,None,None,None
299,Roman Catholic,Roman Catholic,Roman Catholic
300,Roman Catholic,Roman Catholic,Roman Catholic
301,Conservative Protestant,Conservative Protestant,Conservative Protestant
302,Mainline Protestant,Mainline Protestant,Mainline Protestant
303,Roman Catholic,Roman Catholic,Roman Catholic
304,Roman Catholic,Roman Catholic,Roman Catholic
305,None,None,None
306,Black Protestant,Black Protestant,Black Protestant
307,None,None,None
308,Other,Other,Other
309,Black Protestant,Black Protestant,Black Protestant
310,Black Protestant,Black Protestant,Black Protestant
311,Mainline Protestant,Mainline Protestant,Mainline Protestant
312,Conservative Protestant,Conservative Protestant,Conservative Protestant
313,Mainline Protestant,Mainline Protestant,Mainline Protestant
314,None,None,None
315,Mainline Protestant,Mainline Protestant,Mainline Protestant
316,Mainline Protestant,Mainline Protestant,Mainline Protestant
317,None,None,None
318,Conservative Protestant,Conservative Protestant,Conservative Protestant
319,Conservative Protestant,Conservative Protestant,Conservative Protestant
320,Mainline Protestant,Mainline Protestant,Mainline Protestant
321,None,None,None
322,Mainline Protestant,Mainline Protestant,Mainline Protestant
323,Mainline Protestant,Mainline Protestant,Mainline Protestant
324,NA,NA,NA
325,Mainline Protestant,Mainline Protestant,Mainline Protestant
326,None,None,None
327,Black Protestant,Black Protestant,Black Protestant
328,Mainline Protestant,Mainline Protestant,Mainline Protestant
329,None,None,None
330,Roman Catholic,Roman Catholic,Roman Catholic
331,None,None,None
332,Roman Catholic,Roman Catholic,Roman Catholic
333,Roman Catholic,Roman Catholic,Roman Catholic
334,Roman Catholic,Roman Catholic,Roman Catholic
335,Roman Catholic,Roman Catholic,Roman Catholic
336,Roman Catholic,Roman Catholic,Roman Catholic
337,None,None,None
338,Mainline Protestant,Mainline Protestant,Mainline Protestant
339,Roman Catholic,Roman Catholic,Roman Catholic
340,Roman Catholic,Roman Catholic,Roman Catholic
341,Jewish,Jewish,Jewish
342,Mainline Protestant,Mainline Protestant,Mainline Protestant
343,Roman Catholic,Roman Catholic,Roman Catholic
344,Roman Catholic,Roman Catholic,Roman Catholic
345,Mainline Protestant,Mainline Protestant,Mainline Protestant
346,Roman Catholic,Roman Catholic,Roman Catholic
347,None,None,None
348,Roman Catholic,Roman Catholic,Roman Catholic
349,None,None,None
350,None,None,None
351,Roman Catholic,Roman Catholic,Roman Catholic
352,Other,Other,Other
353,Roman Catholic,Roman Catholic,Roman Catholic
354,None,None,None
355,Other,Other,Other
356,Other,Other,Other
357,Mainline Protestant,Mainline Protestant,Mainline Protestant
358,Roman Catholic,Roman Catholic,Roman Catholic
359,None,None,None
360,None,None,None
361,Conservative Protestant,Conservative Protestant,Conservative Protestant
362,Roman Catholic,Roman Catholic,Roman Catholic
363,Roman Catholic,Roman Catholic,Roman Catholic
364,Conservative Protestant,Conservative Protestant,Conservative Protestant
365,Roman Catholic,Roman Catholic,Roman Catholic
366,Roman Catholic,Roman Catholic,Roman Catholic
367,None,None,None
368,Roman Catholic,Roman Catholic,Roman Catholic
369,Conservative Protestant,Conservative Protestant,Conservative Protestant
370,Roman Catholic,Roman Catholic,Roman Catholic
371,Roman Catholic,Roman Catholic,Roman Catholic
372,Mainline Protestant,Mainline Protestant,Mainline Protestant
373,Conservative Protestant,Conservative Protestant,Conservative Protestant
374,Roman Catholic,Roman Catholic,Roman Catholic
375,Roman Catholic,Roman Catholic,Roman Catholic
376,Mainline Protestant,Mainline Protestant,Mainline Protestant
377,Roman Catholic,Roman Catholic,Roman Catholic
378,None,None,None
379,None,None,None
380,None,None,None
381,None,None,None
382,Other,Other,Other
383,None,None,None
384,Mainline Protestant,Mainline Protestant,Mainline Protestant
385,Jewish,Jewish,Jewish
386,None,None,None
387,None,None,None
388,Roman Catholic,Roman Catholic,Roman Catholic
389,Other,Other,Other
390,Black Protestant,Black Protestant,Black Protestant
391,None,None,None
392,None,None,None
393,None,None,None
394,None,None,None
395,Black Protestant,Black Protestant,Black Protestant
396,None,None,None
397,Other,Other,Other
398,NA,Conservative Protestant,Protestant No Denomination
399,Roman Catholic,Roman Catholic,Roman Catholic
400,Other,Other,Other
401,Conservative Protestant,Conservative Protestant,Protestant No Denomination
402,Conservative Protestant,Conservative Protestant,Conservative Protestant
403,Roman Catholic,Roman Catholic,Roman Catholic
404,None,None,None
405,Roman Catholic,Roman Catholic,Roman Catholic
406,Other,Other,Other
407,Mainline Protestant,Mainline Protestant,Mainline Protestant
408,Roman Catholic,Roman Catholic,Roman Catholic
409,Black Protestant,Black Protestant,Black Protestant
410,NA,Conservative Protestant,Protestant No Denomination
411,Roman Catholic,Roman Catholic,Roman Catholic
412,None,None,None
413,Roman Catholic,Roman Catholic,Roman Catholic
414,None,None,None
415,Roman Catholic,Roman Catholic,Roman Catholic
416,Roman Catholic,Roman Catholic,Roman Catholic
417,Conservative Protestant,Conservative Protestant,Conservative Protestant
418,Other,Other,Other
419,None,None,None
420,Black Protestant,Black Protestant,Black Protestant
421,NA,Conservative Protestant,Protestant No Denomination
422,Conservative Protestant,Conservative Protestant,Protestant No Denomination
423,Conservative Protestant,Conservative Protestant,Protestant No Denomination
424,None,None,None
425,Roman Catholic,Roman Catholic,Roman Catholic
426,None,None,None
427,Mainline Protestant,Mainline Protestant,Mainline Protestant
428,Conservative Protestant,Conservative Protestant,Protestant No Denomination
429,Mainline Protestant,Mainline Protestant,Mainline Protestant
430,Jewish,Jewish,Jewish
431,Conservative Protestant,Conservative Protestant,Conservative Protestant
432,Mainline Protestant,Mainline Protestant,Mainline Protestant
433,Conservative Protestant,Conservative Protestant,Conservative Protestant
434,Other,Other,Other
435,Jewish,Jewish,Jewish
436,Roman Catholic,Roman Catholic,Roman Catholic
437,None,None,None
438,Conservative Protestant,Conservative Protestant,Conservative Protestant
439,Conservative Protestant,Conservative Protestant,Conservative Protestant
440,Conservative Protestant,Conservative Protestant,Conservative Protestant
441,Conservative Protestant,Conservative Protestant,Protestant No Denomination
442,Conservative Protestant,Conservative Protestant,Conservative Protestant
443,Conservative Protestant,Conservative Protestant,Conservative Protestant
444,None,None,None
445,Roman Catholic,Roman Catholic,Roman Catholic
446,Conservative Protestant,Conservative Protestant,Conservative Protestant
447,Black Protestant,Black Protestant,Black Protestant
448,None,None,None
449,Conservative Protestant,Conservative Protestant,Conservative Protestant
450,Black Protestant,Black Protestant,Black Protestant
451,Jewish,Jewish,Jewish
452,None,None,None
453,None,None,None
454,Mainline Protestant,Mainline Protestant,Mainline Protestant
455,NA,Conservative Protestant,Protestant No Denomination
456,None,None,None
457,Conservative Protestant,Conservative Protestant,Conservative Protestant
458,Roman Catholic,Roman Catholic,Roman Catholic
459,Roman Catholic,Roman Catholic,Roman Catholic
460,Roman Catholic,Roman Catholic,Roman Catholic
461,None,None,None
462,Conservative Protestant,Conservative Protestant,Conservative Protestant
463,None,None,None
464,Roman Catholic,Roman Catholic,Roman Catholic
465,Other,Other,Other
466,None,None,None
467,None,None,None
468,Other,Other,Other
469,None,None,None
470,Conservative Protestant,Conservative Protestant,Conservative Protestant
471,Mainline Protestant,Mainline Protestant,Mainline Protestant
472,Black Protestant,Black Protestant,Black Protestant
473,Black Protestant,Black Protestant,Black Protestant
474,Black Protestant,Black Protestant,Black Protestant
475,Black Protestant,Black Protestant,Black Protestant
476,None,None,None
477,NA,Conservative Protestant,Protestant No Denomination
478,None,None,None
479,Roman Catholic,Roman Catholic,Roman Catholic
480,Mainline Protestant,Mainline Protestant,Mainline Protestant
481,Mainline Protestant,Mainline Protestant,Mainline Protestant
482,None,None,None
483,Conservative Protestant,Conservative Protestant,Conservative Protestant
484,Black Protestant,Black Protestant,Black Protestant
485,Other,Other,Other
486,Conservative Protestant,Conservative Protestant,Protestant No Denomination
487,None,None,None
488,Roman Catholic,Roman Catholic,Roman Catholic
489,Roman Catholic,Roman Catholic,Roman Catholic
490,None,None,None
491,None,None,None
492,Mainline Protestant,Mainline Protestant,Mainline Protestant
493,Other,Other,Other
494,Roman Catholic,Roman Catholic,Roman Catholic
495,Mainline Protestant,Mainline Protestant,Mainline Protestant
496,None,None,None
497,Roman Catholic,Roman Catholic,Roman Catholic
498,Roman Catholic,Roman Catholic,Roman Catholic
499,Roman Catholic,Roman Catholic,Roman Catholic
500,Roman Catholic,Roman Catholic,Roman Catholic
501,Roman Catholic,Roman Catholic,Roman Catholic
502,None,None,None
503,None,None,None
